"","id","acronym","name","parent"
"80",4019,"PrG-il","precentral gyrus, right, inferior lateral aspect of gyrus",4016
"81",4020,"PrG-cs","precentral gyrus, right, bank of the central sulcus",4016
"82",4021,"SFG","superior frontal gyrus",4009
"83",4022,"SFG","superior frontal gyrus, left",4021
"84",4023,"SFG-m","superior frontal gyrus, left, medial bank of gyrus",4022
"85",4024,"SFG-l","superior frontal gyrus, left, lateral bank of gyrus",4022
"86",4025,"SFG","superior frontal gyrus, right",4021
"87",4026,"SFG-m","superior frontal gyrus, right, medial bank of gyrus",4025
"88",4027,"SFG-l","superior frontal gyrus, right, lateral bank of gyrus",4025
"89",4897,"SRoG","superior rostral gyrus",4009
"90",4898,"SRoG","superior rostral gyrus, left",4897
"91",4899,"SRoG","superior rostral gyrus, right",4897
"92",4268,"Ins","insula",4008
"93",4269,"LIG","long insular gyri",4268
"94",4270,"LIG","long insular gyri, left",4269
"95",4271,"LIG","long insular gyri, right",4269
"96",4272,"SIG","short insular gyri",4268
"97",4273,"SIG","short insular gyri, left",4272
"98",4274,"SIG","short insular gyri, right",4272
"99",4219,"LL","limbic lobe",4008
"100",4220,"CgG","cingulate gyrus",4219
"101",4221,"CgGf","cingulate gyrus, frontal part",4220
"102",4222,"CgGf","cingulate gyrus, frontal part, left",4221
"103",4223,"CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",4222
"104",4224,"CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",4222
"105",4225,"CgGf","cingulate gyrus, frontal part, right",4221
"106",4226,"CgGf-s","cingulate gyrus, frontal part, right, superior bank of gyrus",4225
"107",4227,"CgGf-i","cingulate gyrus, frontal part, right, inferior bank of gyrus",4225
"108",4228,"CgGp","cingulate gyrus, parietal part",4220
"109",4229,"CgGp","cingulate gyrus, parietal part, left",4228
"110",4230,"CgGp-s","cingulate gyrus, parietal part, left, superior bank of gyrus",4229
"111",4231,"CgGp-i","cingulate gyrus, parietal part, left, inferior bank of gyrus",4229
"112",4232,"CgGp","cingulate gyrus, parietal part, right",4228
"113",4233,"CgGp-s","cingulate gyrus, parietal part, right, superior bank of gyrus",4232
"114",4234,"CgGp-i","cingulate gyrus, parietal part, right, inferior bank of gyrus",4232
"115",4235,"CgGr","cingulate gyrus, retrosplenial part",4220
"116",4236,"CgGr","cingulate gyrus, retrosplenial part, left",4235
"117",4237,"CgGr-s","cingulate gyrus, retrosplenial part, left, superior bank of gyrus",4236
"118",4238,"CgGr-i","cingulate gyrus, retrosplenial part, left, inferior bank of gyrus",4236
"119",4239,"CgGr","cingulate gyrus, retrosplenial part, right",4235
"120",4240,"CgGr-s","cingulate gyrus, retrosplenial part, right, superior bank of gyrus",4239
"121",4241,"CgGr-i","cingulate gyrus, retrosplenial part, right, inferior bank of gyrus",4239
"122",4062,"SCG","subcallosal cingulate gyrus",4220
"123",4063,"SCG","subcallosal cingulate gyrus, left",4062
"124",4064,"SCG","subcallosal cingulate gyrus, right",4062
"125",4249,"HiF","hippocampal formation",4219
"126",12891,"DG","dentate gyrus",4249
"127",4258,"DG","dentate gyrus, left",12891
"128",4267,"DG","dentate gyrus, right",12891
"129",12892,"CA1","CA1 field",4249
"130",4254,"CA1","CA1 field, left",12892
"131",4263,"CA1","CA1 field, right",12892
"132",12893,"CA2","CA2 field",4249
"133",4255,"CA2","CA2 field, left",12893
"134",4264,"CA2","CA2 field, right",12893
"135",12894,"CA3","CA3 field",4249
"136",4256,"CA3","CA3 field, left",12894
"137",4265,"CA3","CA3 field, right",12894
"138",12895,"CA4","CA4 field",4249
"139",4257,"CA4","CA4 field, left",12895
"140",4266,"CA4","CA4 field, right",12895
"141",504424,"IG","indusium griseum",4249
"142",504428,"IG","indusium griseum, left",504424
"143",504432,"IG","indusium griseum, right",504424
"144",12896,"S","subiculum",4249
"145",4251,"S","subiculum, left",12896
"146",4252,"PrS","presubiculum, left",4251
"147",4253,"PaS","parasubiculum, left",4251
"148",504436,"ProS","prosubiculum, left",4251
"149",504440,"Sub","subiculum proper, left",4251
"150",4260,"S","subiculum, right",12896
"151",4261,"PrS","presubiculum, right",4260
"152",4262,"PaS","parasubiculum, right",4260
"153",504444,"ProS","prosubiculum, right",4260
"154",504448,"Sub","subiculum proper, right",4260
"155",4242,"PHG","parahippocampal gyrus",4219
"156",4243,"PHG","parahippocampal gyrus, left",4242
"157",4244,"PHG-l","parahippocampal gyrus, left, lateral bank of gyrus",4243
"158",4245,"PHG-cos","parahippocampal gyrus, left, bank of the cos",4243
"159",4246,"PHG","parahippocampal gyrus, right",4242
"160",4247,"PHG-l","parahippocampal gyrus, right, lateral bank of gyrus",4246
"161",4248,"PHG-cos","parahippocampal gyrus, right, bank of the cos",4246
"162",10142,"Pir","piriform cortex",4219
"163",10143,"Pir","piriform cortex, left",10142
"164",10144,"Pir","piriform cortex, right",10142
"165",4180,"OL","occipital lobe",4008
"166",4184,"Cun","cuneus",4180
"167",4185,"Cun","cuneus, left",4184
"168",4186,"Cun-pest","cuneus, left, peristriate",4185
"169",4187,"Cun-str","cuneus, left, striate",4185
"170",4188,"Cun","cuneus, right",4184
"171",4189,"Cun-pest","cuneus, right, peristriate",4188
"172",4190,"Cun-str","cuneus, right, striate",4188
"173",4205,"IOG","inferior occipital gyrus",4180
"174",4206,"IOG","inferior occipital gyrus, left",4205
"175",4207,"IOG-s","inferior occipital gyrus, left, superior bank of gyrus",4206
"176",4208,"IOG-i","inferior occipital gyrus, left, inferior bank of gyrus",4206
"177",4209,"IOG","inferior occipital gyrus, right",4205
"178",4210,"IOG-s","inferior occipital gyrus, right, superior bank of gyrus",4209
"179",4211,"IOG-i","inferior occipital gyrus, right, inferior bank of gyrus",4209
"180",4191,"LiG","lingual gyrus",4180
"181",4192,"LiG","lingual gyrus, left",4191
"182",4193,"LiG-pest","lingual gyrus, left, peristriate",4192
"183",4194,"LiG-str","lingual gyrus, left, striate",4192
"184",4195,"LiG","lingual gyrus, right",4191
"185",4196,"LiG-pest","lingual gyrus, right, peristriate",4195
"186",4197,"LiG-str","lingual gyrus, right, striate",4195
"187",4181,"OP","occipital pole",4180
"188",4182,"OP","occipital pole, left",4181
"189",4909,"OPs","occipital pole, left, superior aspect",4182
"190",4910,"OPi","occipital pole, left, inferior aspect",4182
"191",4911,"OPl","occipital pole, left, lateral aspect",4182
"192",4183,"OP","occipital pole, right",4181
"193",4912,"OPs","occipital pole, right, superior aspect",4183
"194",4913,"OPi","occipital pole, right, inferior aspect",4183
"195",4914,"OPl","occipital pole, right, lateral aspect",4183
"196",4198,"OTG","occipito-temporal gyrus",4180
"197",4199,"OTG","occipito-temporal gyrus, left",4198
"198",4200,"OTG-s","occipito-temporal gyrus, left, superior bank of gyrus",4199
"199",4201,"OTG-i","occipito-temporal gyrus, left, inferior bank of gyrus",4199
"200",4202,"OTG","occipito-temporal gyrus, right",4198
"201",4203,"OTG-s","occipito-temporal gyrus, right, superior bank of gyrus",4202
"202",4204,"OTG-i","occipito-temporal gyrus, right, inferior bank of gyrus",4202
"203",4212,"SOG","superior occipital gyrus",4180
"204",4213,"SOG","superior occipital gyrus, left",4212
"205",4214,"SOG-s","superior occipital gyrus, left, superior bank of gyrus",4213
"206",4215,"SOG-i","superior occipital gyrus, left, inferior bank of gyrus",4213
"207",4216,"SOG","superior occipital gyrus, right",4212
"208",4217,"SOG-s","superior occipital gyrus, right, superior bank of gyrus",4216
"209",4218,"SOG-i","superior occipital gyrus, right, inferior bank of gyrus",4216
"210",4084,"PL","parietal lobe",4008
"211",4103,"IPL","inferior parietal lobule",4084
"212",4111,"AnG","angular gyrus",4103
"213",4112,"AnG","angular gyrus, left",4111
"214",4113,"AnG-s","angular gyrus, left, superior bank of gyrus",4112
"215",4114,"AnG-i","angular gyrus, left, inferior bank of gyrus",4112
"216",4115,"AnG","angular gyrus, right",4111
"217",4116,"AnG-s","angular gyrus, right, superior bank of gyrus",4115
"218",4117,"AnG-i","angular gyrus, right, inferior bank of gyrus",4115
"219",4104,"SMG","supramarginal gyrus",4103
"220",4105,"SMG","supramarginal gyrus, left",4104
"221",4106,"SMG-s","supramarginal gyrus, left, superior bank of gyrus",4105
"222",4107,"SMG-i","supramarginal gyrus, left, inferior bank of gyrus",4105
"223",4108,"SMG","supramarginal gyrus, right",4104
"224",4109,"SMG-s","supramarginal gyrus, right, superior bank of gyrus",4108
"225",4110,"SMG-i","supramarginal gyrus, right, inferior bank of gyrus",4108
"226",4125,"PCLp","paracentral lobule, posterior part",4084
"227",4126,"PCLp","paracentral lobule, posterior part, left",4125
"228",4127,"PCLp-l","paracentral lobule, posterior part, left, lateral bank of gyrus",4126
"229",4128,"PCLp-cs","paracentral lobule, posterior part, left, bank of cingulate sulcus",4126
"230",4129,"PCLp","paracentral lobule, posterior part, right",4125
"231",4130,"PCLp-l","paracentral lobule, posterior part, right, lateral bank of gyrus",4129
"232",4131,"PCLp-cs","paracentral lobule, posterior part, right, bank of cingulate sulcus",4129
"233",4085,"PoG","postcentral gyrus",4084
"234",4086,"PoG","postcentral gyrus, left",4085
"235",4087,"PoG-cs","postcentral gyrus, left, bank of the central sulcus",4086
"236",4088,"PoG-sl","postcentral gyrus, left, superior lateral aspect of gyrus",4086
"237",4089,"PoG-il","postcentral gyrus, left, inferior lateral aspect of gyrus",4086
"238",4090,"PoG-pcs","postcentral gyrus, left, bank of the posterior central sulcus",4086
"239",4091,"PoG","postcentral gyrus, right",4085
"240",4092,"PoG-cs","postcentral gyrus, right, bank of the central sulcus",4091
"241",4093,"PoG-sl","postcentral gyrus, right, superior lateral aspect of gyrus",4091
"242",4094,"PoG-il","postcentral gyrus, right, inferior lateral aspect of gyrus",4091
"243",4095,"PoG-pcs","postcentral gyrus, right, bank of the posterior central sulcus",4091
"244",4118,"PCu","precuneus",4084
"245",4119,"PCu","precuneus, left",4118
"246",4120,"Pcu-s","precuneus, left, superior lateral bank of gyrus",4119
"247",4121,"Pcu-i","precuneus, left, inferior lateral bank of gyrus",4119
"248",4122,"PCu","precuneus, right",4118
"249",4123,"Pcu-s","precuneus, right, superior lateral bank of gyrus",4122
"250",4124,"Pcu-i","precuneus, right, inferior lateral bank of gyrus",4122
"251",4096,"SPL","superior parietal lobule",4084
"252",4097,"SPL","superior parietal lobule, left",4096
"253",4098,"SPL-s","superior parietal lobule, left, superior bank of gyrus",4097
"254",4099,"SPL-i","superior parietal lobule, left, inferior bank of gyrus",4097
"255",4100,"SPL","superior parietal lobule, right",4096
"256",4101,"SPL-s","superior parietal lobule, right, superior bank of gyrus",4100
"257",4102,"SPL-i","superior parietal lobule, right, inferior bank of gyrus",4100
"258",4132,"TL","temporal lobe",4008
"259",4156,"FuG","fusiform gyrus",4132
"260",4157,"FuG","fusiform gyrus, left",4156
"261",4158,"FuG-its","fusiform gyrus, left, bank of the its",4157
"262",4159,"FuG-l","fusiform gyrus, left, lateral bank of gyrus",4157
"263",4160,"FuG-cos","fusiform gyrus, left, bank of cos",4157
"264",4161,"FuG","fusiform gyrus, right",4156
"265",4162,"FuG-its","fusiform gyrus, right, bank of the its",4161
"266",4163,"FuG-l","fusiform gyrus, right, lateral bank of gyrus",4161
"267",4164,"FuG-cos","fusiform gyrus, right, bank of cos",4161
"268",4165,"HG","Heschl's gyrus",4132
"269",4166,"HG","Heschl's gyrus, left",4165
"270",4167,"HG","Heschl's gyrus, right",4165
"271",4147,"ITG","inferior temporal gyrus",4132
"272",4148,"ITG","inferior temporal gyrus, left",4147
"273",4149,"ITG-its","inferior temporal gyrus, left, bank of the its",4148
"274",4150,"ITG-l","inferior temporal gyrus, left, lateral bank of gyrus",4148
"275",4151,"ITG-mts","inferior temporal gyrus, left, bank of mts",4148
"276",4152,"ITG","inferior temporal gyrus, right",4147
"277",4153,"ITG-its","inferior temporal gyrus, right, bank of the its",4152
"278",4154,"ITG-l","inferior temporal gyrus, right, lateral bank of gyrus",4152
"279",4155,"ITG-mts","inferior temporal gyrus, right, bank of mts",4152
"280",4140,"MTG","middle temporal gyrus",4132
"281",4141,"MTG","middle temporal gyrus, left",4140
"282",4142,"MTG-s","middle temporal gyrus, left, superior bank of gyrus",4141
"283",4143,"MTG-i","middle temporal gyrus, left, inferior bank of gyrus",4141
"284",4144,"MTG","middle temporal gyrus, right",4140
"285",4145,"MTG-s","middle temporal gyrus, right, superior bank of gyrus",4144
"286",4146,"MTG-i","middle temporal gyrus, right, inferior bank of gyrus",4144
"287",4177,"PLP","planum polare",4132
"288",4178,"PLP","planum polare, left",4177
"289",4179,"PLP","planum polare, right",4177
"290",4171,"PLT","planum temporale",4132
"291",4172,"PLT","planum temporale, left",4171
"292",4173,"PLT","planum temporale, right",4171
"293",4133,"STG","superior temporal gyrus",4132
"294",4134,"STG","superior temporal gyrus, left",4133
"295",4135,"STG-l","superior temporal gyrus, left, lateral bank of gyrus",4134
"296",4136,"STG-i","superior temporal gyrus, left, inferior bank of gyrus",4134
"297",4137,"STG","superior temporal gyrus, right",4133
"298",4138,"STG-l","superior temporal gyrus, right, lateral bank of gyrus",4137
"299",4139,"STG-i","superior temporal gyrus, right, inferior bank of gyrus",4137
"300",4174,"TP","temporal pole",4132
"301",4175,"TP","temporal pole, left",4174
"302",4903,"TP-s","temporal pole, left, superior aspect",4175
"303",4904,"TP-i","temporal pole, left, inferior aspect",4175
"304",4905,"TP-m","temporal pole, left, medial aspect",4175
"305",4176,"TP","temporal pole, right",4174
"306",4906,"TP-s","temporal pole, right, superior aspect",4176
"307",4907,"TP-i","temporal pole, right, inferior aspect",4176
"308",4908,"TP-m","temporal pole, right, medial aspect",4176
"309",4168,"TG","transverse gyri",4132
"310",4169,"TG","transverse gyri, left",4168
"311",4170,"TG","transverse gyri, right",4168
"312",4275,"CxN","cerebral nuclei",4007
"313",4327,"Amg","amygdala",4275
"314",4328,"ATZ","amygdalohippocampal transition zone",4327
"315",4329,"ATZ","amygdalohippocampal transition zone, left",4328
"316",4330,"AHiA","amygdalohippocampal area, left",4329
"317",504452,"AHiAm","amygdalohippocampal area, left, magnocellular division",4330
"318",504456,"AHiAp","amygdalohippocampal area, left, parvocellular division",4330
"319",504460,"AHiAml","amygdalohippocampal area, left, marginal layer",4330
"320",4335,"ATZ","amygdalohippocampal transition zone, right",4328
"321",4336,"AHiA","amygdalohippocampal area, right",4335
"322",504464,"AHiAm","amygdalohippocampal area, right, magnocellular division",4336
"323",504468,"AHiAp","amygdalohippocampal area, right, parvocellular division",4336
"324",504472,"AHiAml","amygdalohippocampal area, right, marginal layer",4336
"325",504476,"AAA","anterior amygdaloid area",4327
"326",504480,"AAA","anterior amygdaloid area, left",504476
"327",504484,"AAAd","anterior amygdaloid area, left, dorsal division",504480
"328",504488,"AAAv","anterior amygdaloid area, left, ventral division",504480
"329",504492,"AAA","anterior amygdaloid area, right",504476
"330",504496,"AAAd","anterior amygdaloid area, right, dorsal division",504492
"331",504500,"AAAv","anterior amygdaloid area, right, ventral division",504492
"332",4341,"BLA","basolateral nucleus",4327
"333",4342,"BLA","basolateral nucleus, left",4341
"334",4343,"BLAm","basolateral nucleus, left, magnocellular (dorsal)",4342
"335",504504,"BLAdl","basolateral nucleus, left, dorsolateral division",4343
"336",4344,"BLAi","basolateral nucleus, left, intermediate",4342
"337",4345,"BLAp","basolateral nucleus, left, parvicellular (ventral)",4342
"338",504508,"BLAvl","basolateral nucleus, left, ventrolateral division",4345
"339",504512,"BLAvm","basolateral nucleus, left, ventromedial divison",4345
"340",4346,"BLA","basolateral nucleus, right",4341
"341",4347,"BLAm","basolateral nucleus, right, magnocellular (dorsal)",4346
"342",504516,"BLAdl","basolateral nucleus, right, dorsolateral division",4347
"343",4348,"BLAi","basolateral nucleus, right, intermediate",4346
"344",4349,"BLAp","basolateral nucleus, right, parvicellular (ventral)",4346
"345",504520,"BLAvl","basolateral nucleus, right, ventrolateral division",4349
"346",504524,"BLAvm","basolateral nucleus, right, ventromedial divison",4349
"347",4350,"BMA","basomedial nucleus",4327
"348",4351,"BMA","basomedial nucleus, left",4350
"349",504528,"BMAd","basomedial nucleus, left, dorsal division",4351
"350",4352,"BMAmc","basomedial nucleus, left, magnocellular division",504528
"351",504534,"BMAdl","basomedial nucleus, left, dorsolateral division",504528
"352",504538,"BMAm","basomedial nucleus, left, medial division",504528
"353",504542,"BMAv","basomedial nucleus, left, ventral division",4351
"354",4353,"BMApc","basomedial nucleus, left, parvicellular division",504542
"355",4354,"BMAvm","basomedial nucleus, left, ventromedial division",504542
"356",4355,"BMA","basomedial nucleus, right",4350
"357",504550,"BMAd","basomedial nucleus, right, dorsal division",4355
"358",4356,"BMAmc","basomedial nucleus, right, magnocellular division",504550
"359",504556,"BMAdl","basomedial nucleus, right, dorsolateral division",504550
"360",504561,"BMAm","basomedial nucleus, right, medial division",504550
"361",504565,"BMAv","basomedial nucleus, right, ventral division",4355
"362",4357,"BMApc","basomedial nucleus, right, parvicellular division",504565
"363",4358,"BMAvm","basomedial nucleus, right, ventromedial division",504565
"364",4359,"CeA","central nucleus",4327
"365",4360,"CeA","central nucleus, left",4359
"366",4361,"CeAm","central nucleus, medial division, left",4360
"367",504574,"CeAmd","central nucleus, medial division, left, dorsal part",4361
"368",504578,"CeAmv","central nucleus, medial division, left, ventral part",4361
"369",4362,"CeAl","central nucleus, lateral division, left",4360
"370",504583,"CeAla","central nucleus, lateral division, left, apical part",4362
"371",504587,"CeAlca","central nucleus, lateral division, left, capsular part",4362
"372",504591,"CeAlp","central nucleus, lateral division, left, paracapsular part",4362
"373",504596,"CeAlc","central nucleus, lateral division, left, central part",4362
"374",4363,"CeA","central nucleus, right",4359
"375",4364,"CeAm","central nucleus, medial division, right",4363
"376",504600,"CeAmd","central nucleus, medial division, right, dorsal part",4364
"377",504604,"CeAmv","central nucleus, medial division, right, ventral part",4364
"378",4365,"CeAl","central nucleus, lateral division, right",4363
"379",504608,"CeAla","central nucleus, lateral division, right, apical part",4365
"380",504612,"CeAlca","central nucleus, lateral division, right, capsular part",4365
"381",504616,"CeAlp","central nucleus, lateral division, right, paracapsular part",4365
"382",504620,"CeAlc","central nucleus, lateral division, right, central part",4365
"383",4366,"COMA","cortico-medial group",4327
"384",4367,"COMA","cortico-medial group, left",4366
"385",4368,"COAa","anterior cortical nucleus, left",4367
"386",504624,"COAad","anterior cortical nucleus, left, dorsal division",4368
"387",504628,"COAav","anterior cortical nucleus, left, ventral division",4368
"388",504632,"COAam","anterior cortical nucleus, left, marginal layer",4368
"389",4370,"MA","medial nucleus, left",4367
"390",504636,"MAa","medial nucleus, left, anterior division",4370
"391",504640,"MAp","medial nucleus, left, posterior division",4370
"392",504644,"MApd","medial nucleus, left, posterior division, dorsal part",504640
"393",504648,"MApv","medial nucleus, left, posterior division, ventral part",504640
"394",504652,"MAm","medial nucleus, left, marginal layer",4370
"395",4369,"COAp","posterior cortical nucleus, left",4367
"396",504656,"COApd","posterior cortical nucleus, left, dorsal division",4369
"397",504660,"COApv","posterior cortical nucleus, left, ventral division",4369
"398",504664,"COApm","posterior cortical nucleus, left, marginal layer",4369
"399",4371,"COMA","cortico-medial group, right",4366
"400",4372,"COAa","anterior cortical nucleus, right",4371
"401",504668,"COAad","anterior cortical nucleus, right, dorsal division",4372
"402",504672,"COAav","anterior cortical nucleus, right, ventral division",4372
"403",504676,"COAam","anterior cortical nucleus, right, marginal layer",4372
"404",4374,"MA","medial nucleus, right",4371
"405",504680,"MAa","medial nucleus, right, anterior division",4374
"406",504684,"MAp","medial nucleus, right, posterior division",4374
"407",504688,"MApd","medial nucleus, right, posterior division, dorsal part",504684
"408",504692,"MApv","medial nucleus, right, posterior division, ventral part",504684
"409",504696,"MAm","medial nucleus, right, marginal layer",4374
"410",4373,"COAp","posterior cortical nucleus, right",4371
"411",504700,"COApd","posterior cortical nucleus, right, dorsal division",4373
"412",504704,"COApv","posterior cortical nucleus, right, ventral division",4373
"413",504708,"COApm","posterior cortical nucleus, right, marginal layer",4373
"414",4375,"IA","intercalated nuclei",4327
"415",4376,"IA","intercalated nuclei, left",4375
"416",4377,"IA","intercalated nuclei, right",4375
"417",4378,"LA","lateral nucleus",4327
"418",4379,"LA","lateral nucleus, left",4378
"419",504712,"LAd","lateral nucleus, left, dorsal division",4379
"420",504716,"LAda","lateral nucleus, left, dorsal anterior division",504712
"421",4380,"LAdm","lateral nucleus, left, dorsal medial division",504712
"422",504722,"LAdl","lateral nucleus, left, dorsal lateral division",504712
"423",504726,"LAdl-com","lateral nucleus, left, dorsal lateral division, comb-like part",504722
"424",504730,"LAi","lateral nucleus, left, intermediate division",4379
"425",504734,"LAv","lateral nucleus, left, ventral division",4379
"426",4381,"LAvl","lateral nucleus, left, ventral lateral division",504734
"427",504740,"LAvm","lateral nucleus, left, ventral medial division",504734
"428",504744,"LAvglo","lateral nucleus, left, glomerular division",504734
"429",4382,"LA","lateral nucleus, right",4378
"430",504748,"LAd","lateral nucleus, right, dorsal division",4382
"431",504752,"LAda","lateral nucleus, right, dorsal anterior division",504748
"432",4383,"LAdm","lateral nucleus, right, dorsal medial division",504748
"433",504758,"LAdl","lateral nucleus, right, dorsal lateral division",504748
"434",504762,"LAdl-com","lateral nucleus, right, dorsal lateral division, comb-like part",504758
"435",504766,"LAi","lateral nucleus, right, intermediate division",4382
"436",504770,"LAv","lateral nucleus, right, ventral division",4382
"437",4384,"LAvl","lateral nucleus, right, ventral lateral division",504770
"438",504776,"LAvm","lateral nucleus, right, ventral medial division",504770
"439",504780,"LAvglo","lateral nucleus, right, glomerular division",504770
"440",4385,"NLOT","nucleus of the lateral olfactory tract",4327
"441",4386,"NLOT","nucleus of the lateral olfactory tract, left",4385
"442",4387,"NLOT","nucleus of the lateral olfactory tract, right",4385
"443",4388,"PLA","paralaminar nucleus",4327
"444",4389,"PLA","paralmainar nucleus, left",4388
"445",504784,"PLAglo","paralmainar nucleus, left, glomerular part",4389
"446",4390,"PLA","paralmainar nucleus, right",4388
"447",504788,"PLAglo","paralmainar nucleus, right, glomerular part",4390
"448",4324,"AO","anterior olfactory nucleus",4275
"449",4325,"AO","anterior olfactory nucleus, left",4324
"450",4326,"AO","anterior olfactory nucleus, right",4324
"451",4300,"BF","basal forebrain",4275
"452",13002,"SptN","septal nuclei",4300
"453",4301,"SptN","septal nuclei, left",13002
"454",4302,"MS","medial septal nucleus, left",4301
"455",4303,"LS","lateral septal nucleus, left",4301
"456",4304,"SptN","septal nuclei, right",13002
"457",4305,"MS","medial septal nucleus, right",4304
"458",4306,"LS","lateral septal nucleus, right",4304
"459",13003,"SI","substantia innominata",4300
"460",4307,"SI","substantia innominata, left",13003
"461",4308,"nbM","basal nucleus of meynert, left",4307
"462",4309,"DB","nucleus of the diagonal band, left",4307
"463",4310,"DBv","nucleus of the diagonal band, left, horizontal division",4309
"464",4311,"DBh","nucleus of the diagonal band, left, vertical division",4309
"465",4312,"Nac","nucleus of the anterior commissure, left",4307
"466",4313,"BST","bed  nucleus of stria terminalis, left",4307
"467",10145,"OlfT","olfactory tubercle, left",4307
"468",504792,"IslC","islands of calleja, left",10145
"469",4314,"SI","substantia innominata, right",13003
"470",4315,"nbM","basal nucleus of meynert, right",4314
"471",4316,"DB","nucleus of the diagonal band, right ",4314
"472",4317,"DBv","nucleus of the diagonal band, right, horizontal division",4316
